Will train until eval error hasn't decreased in 100 rounds.
[0]	train-rmspe:0.999994	eval-rmspe:0.999746
[2354]	train-rmspe:0.110202	eval-rmspe:0.136241
[2355]	train-rmspe:0.110199	eval-rmspe:0.136244
[2356]	train-rmspe:0.110181	eval-rmspe:0.136255
[2357]	train-rmspe:0.110176	eval-rmspe:0.136249
[2358]	train-rmspe:0.110175	eval-rmspe:0.136250
[2359]	train-rmspe:0.110160	eval-rmspe:0.136240
[2360]	train-rmspe:0.110155	eval-rmspe:0.136241
[2361]	train-rmspe:0.110146	eval-rmspe:0.136243
[2362]	train-rmspe:0.110132	eval-rmspe:0.136248
[2363]	train-rmspe:0.110086	eval-rmspe:0.136088
[2364]	train-rmspe:0.110084	eval-rmspe:0.136091
[2365]	train-rmspe:0.110093	eval-rmspe:0.136094
[2366]	train-rmspe:0.110082	eval-rmspe:0.136095
[2367]	train-rmspe:0.110064	eval-rmspe:0.136085
[2368]	train-rmspe:0.110059	eval-rmspe:0.136081
[2369]	train-rmspe:0.110045	eval-rmspe:0.136088
[2370]	train-rmspe:0.110034	eval-rmspe:0.136090
[2371]	train-rmspe:0.110009	eval-rmspe:0.136080
[2372]	train-rmspe:0.109991	eval-rmspe:0.136067
[2373]	train-rmspe:0.109964	eval-rmspe:0.136050
[2374]	train-rmspe:0.109961	eval-rmspe:0.136052
[2375]	train-rmspe:0.109945	eval-rmspe:0.136049
[2376]	train-rmspe:0.109932	eval-rmspe:0.136047
[2377]	train-rmspe:0.109907	eval-rmspe:0.136040
[2378]	train-rmspe:0.109902	eval-rmspe:0.136040
[2379]	train-rmspe:0.109875	eval-rmspe:0.136043
[2380]	train-rmspe:0.109857	eval-rmspe:0.136038
[2381]	train-rmspe:0.109830	eval-rmspe:0.136035
[2382]	train-rmspe:0.109814	eval-rmspe:0.136034
[2383]	train-rmspe:0.109799	eval-rmspe:0.136013
[2384]	train-rmspe:0.109793	eval-rmspe:0.136010
[2385]	train-rmspe:0.109792	eval-rmspe:0.136015
[2386]	train-rmspe:0.109790	eval-rmspe:0.136013
[2387]	train-rmspe:0.109784	eval-rmspe:0.136014
[2388]	train-rmspe:0.109781	eval-rmspe:0.136014
[2389]	train-rmspe:0.109753	eval-rmspe:0.135999
[2390]	train-rmspe:0.109735	eval-rmspe:0.135996
[2391]	train-rmspe:0.109724	eval-rmspe:0.136001
[2392]	train-rmspe:0.109712	eval-rmspe:0.136006
[2393]	train-rmspe:0.109699	eval-rmspe:0.136004
[2394]	train-rmspe:0.109681	eval-rmspe:0.135993
[2395]	train-rmspe:0.109672	eval-rmspe:0.135988
[2396]	train-rmspe:0.109658	eval-rmspe:0.135992
[2397]	train-rmspe:0.109641	eval-rmspe:0.136000
[2398]	train-rmspe:0.109618	eval-rmspe:0.136000
[2399]	train-rmspe:0.109616	eval-rmspe:0.136001
[2400]	train-rmspe:0.109595	eval-rmspe:0.135995
[2401]	train-rmspe:0.109593	eval-rmspe:0.135995
[2402]	train-rmspe:0.109583	eval-rmspe:0.135998
[2403]	train-rmspe:0.109581	eval-rmspe:0.135996
[2404]	train-rmspe:0.109562	eval-rmspe:0.135995
[2405]	train-rmspe:0.109552	eval-rmspe:0.135992
[2406]	train-rmspe:0.109550	eval-rmspe:0.135996
[2407]	train-rmspe:0.109536	eval-rmspe:0.135988
[2408]	train-rmspe:0.109527	eval-rmspe:0.135994
[2409]	train-rmspe:0.109514	eval-rmspe:0.135997
[2410]	train-rmspe:0.109502	eval-rmspe:0.135999
[2411]	train-rmspe:0.109495	eval-rmspe:0.136010
[2412]	train-rmspe:0.109484	eval-rmspe:0.136010
[2413]	train-rmspe:0.109467	eval-rmspe:0.136004
[2414]	train-rmspe:0.109465	eval-rmspe:0.136007
[2415]	train-rmspe:0.109462	eval-rmspe:0.136003
[2416]	train-rmspe:0.109443	eval-rmspe:0.135997
[2417]	train-rmspe:0.109420	eval-rmspe:0.135993
[2418]	train-rmspe:0.109408	eval-rmspe:0.135996
[2419]	train-rmspe:0.109387	eval-rmspe:0.136011
[2420]	train-rmspe:0.109375	eval-rmspe:0.136013
[2421]	train-rmspe:0.109372	eval-rmspe:0.136017
[2422]	train-rmspe:0.109338	eval-rmspe:0.135997
[2423]	train-rmspe:0.109306	eval-rmspe:0.135996
[2424]	train-rmspe:0.109294	eval-rmspe:0.135989
[2425]	train-rmspe:0.109289	eval-rmspe:0.135988
[2426]	train-rmspe:0.109288	eval-rmspe:0.135987
[2427]	train-rmspe:0.109273	eval-rmspe:0.135980
[2428]	train-rmspe:0.109263	eval-rmspe:0.135968
[2429]	train-rmspe:0.109262	eval-rmspe:0.135969
[2430]	train-rmspe:0.109258	eval-rmspe:0.135979
[2431]	train-rmspe:0.109239	eval-rmspe:0.135952
[2432]	train-rmspe:0.109236	eval-rmspe:0.135959
[2433]	train-rmspe:0.109235	eval-rmspe:0.135959
[2434]	train-rmspe:0.109204	eval-rmspe:0.135956
[2435]	train-rmspe:0.109202	eval-rmspe:0.135957
[2436]	train-rmspe:0.109188	eval-rmspe:0.135957
[2437]	train-rmspe:0.109184	eval-rmspe:0.135954
[2438]	train-rmspe:0.109158	eval-rmspe:0.135918
[2439]	train-rmspe:0.109152	eval-rmspe:0.135922
[2440]	train-rmspe:0.109140	eval-rmspe:0.135928
[2441]	train-rmspe:0.109102	eval-rmspe:0.135925
[2442]	train-rmspe:0.109075	eval-rmspe:0.135906
[2443]	train-rmspe:0.109074	eval-rmspe:0.135910
[2444]	train-rmspe:0.109048	eval-rmspe:0.135910
[2445]	train-rmspe:0.109037	eval-rmspe:0.135907
[2446]	train-rmspe:0.109035	eval-rmspe:0.135912
[2447]	train-rmspe:0.109003	eval-rmspe:0.135898
[2448]	train-rmspe:0.108987	eval-rmspe:0.135895
[2449]	train-rmspe:0.108977	eval-rmspe:0.135892
[2450]	train-rmspe:0.108969	eval-rmspe:0.135897
[2451]	train-rmspe:0.108941	eval-rmspe:0.135897
[2452]	train-rmspe:0.108926	eval-rmspe:0.135893
[2453]	train-rmspe:0.108923	eval-rmspe:0.135896
[2454]	train-rmspe:0.108907	eval-rmspe:0.135887
[2455]	train-rmspe:0.108882	eval-rmspe:0.135902
[2456]	train-rmspe:0.108868	eval-rmspe:0.135894
[2457]	train-rmspe:0.108824	eval-rmspe:0.135886
[2458]	train-rmspe:0.108815	eval-rmspe:0.135886
[2459]	train-rmspe:0.108812	eval-rmspe:0.135882
[2460]	train-rmspe:0.108811	eval-rmspe:0.135884
[2461]	train-rmspe:0.108799	eval-rmspe:0.135886
[2462]	train-rmspe:0.108790	eval-rmspe:0.135886
[2463]	train-rmspe:0.108782	eval-rmspe:0.135884
[2464]	train-rmspe:0.108768	eval-rmspe:0.135886
[2465]	train-rmspe:0.108745	eval-rmspe:0.135936
[2466]	train-rmspe:0.108738	eval-rmspe:0.135922
[2467]	train-rmspe:0.108712	eval-rmspe:0.135904
[2468]	train-rmspe:0.108711	eval-rmspe:0.135899
[2469]	train-rmspe:0.108697	eval-rmspe:0.135913
[2470]	train-rmspe:0.108687	eval-rmspe:0.135917
[2471]	train-rmspe:0.108630	eval-rmspe:0.135926
[2472]	train-rmspe:0.108630	eval-rmspe:0.135928
[2473]	train-rmspe:0.108607	eval-rmspe:0.135919
[2474]	train-rmspe:0.108593	eval-rmspe:0.135921
[2475]	train-rmspe:0.108590	eval-rmspe:0.135926
[2476]	train-rmspe:0.108579	eval-rmspe:0.135932
[2477]	train-rmspe:0.108571	eval-rmspe:0.135931
[2478]	train-rmspe:0.108551	eval-rmspe:0.135924
[2479]	train-rmspe:0.108534	eval-rmspe:0.135914
[2480]	train-rmspe:0.108516	eval-rmspe:0.135914
[2481]	train-rmspe:0.108496	eval-rmspe:0.135906
[2482]	train-rmspe:0.108486	eval-rmspe:0.135905
[2483]	train-rmspe:0.108483	eval-rmspe:0.135899
[2484]	train-rmspe:0.108480	eval-rmspe:0.135906
[2485]	train-rmspe:0.108476	eval-rmspe:0.135908
[2486]	train-rmspe:0.108470	eval-rmspe:0.135923
[2487]	train-rmspe:0.108461	eval-rmspe:0.135920
[2488]	train-rmspe:0.108450	eval-rmspe:0.135924
[2489]	train-rmspe:0.108440	eval-rmspe:0.135923
[2490]	train-rmspe:0.108412	eval-rmspe:0.135926
[2491]	train-rmspe:0.108348	eval-rmspe:0.135922
[2492]	train-rmspe:0.108306	eval-rmspe:0.135891
[2493]	train-rmspe:0.108283	eval-rmspe:0.135875
[2494]	train-rmspe:0.108255	eval-rmspe:0.135877
[2495]	train-rmspe:0.108228	eval-rmspe:0.135853
[2496]	train-rmspe:0.108203	eval-rmspe:0.135853
[2497]	train-rmspe:0.108170	eval-rmspe:0.135829
[2498]	train-rmspe:0.108153	eval-rmspe:0.135819
[2499]	train-rmspe:0.108144	eval-rmspe:0.135818
[2500]	train-rmspe:0.108111	eval-rmspe:0.135809
[2501]	train-rmspe:0.108099	eval-rmspe:0.135802
[2502]	train-rmspe:0.108095	eval-rmspe:0.135795
[2503]	train-rmspe:0.108085	eval-rmspe:0.135670
[2504]	train-rmspe:0.108081	eval-rmspe:0.135669
[2505]	train-rmspe:0.108075	eval-rmspe:0.135670
[2506]	train-rmspe:0.107984	eval-rmspe:0.135677
[2507]	train-rmspe:0.107976	eval-rmspe:0.135674
[2508]	train-rmspe:0.107959	eval-rmspe:0.135670
[2509]	train-rmspe:0.107959	eval-rmspe:0.135671
[2510]	train-rmspe:0.107945	eval-rmspe:0.135681
[2511]	train-rmspe:0.107938	eval-rmspe:0.135680
[2512]	train-rmspe:0.107898	eval-rmspe:0.135652
[2513]	train-rmspe:0.107897	eval-rmspe:0.135654
[2514]	train-rmspe:0.107876	eval-rmspe:0.135658
[2515]	train-rmspe:0.107856	eval-rmspe:0.135664
[2516]	train-rmspe:0.107855	eval-rmspe:0.135664
[2517]	train-rmspe:0.107838	eval-rmspe:0.135663
[2518]	train-rmspe:0.107835	eval-rmspe:0.135665
[2519]	train-rmspe:0.107825	eval-rmspe:0.135672
[2520]	train-rmspe:0.107814	eval-rmspe:0.135659
[2521]	train-rmspe:0.107813	eval-rmspe:0.135659
[2522]	train-rmspe:0.107789	eval-rmspe:0.135658
[2523]	train-rmspe:0.107784	eval-rmspe:0.135657
[2524]	train-rmspe:0.107779	eval-rmspe:0.135667
[2525]	train-rmspe:0.107769	eval-rmspe:0.135670
[2526]	train-rmspe:0.107759	eval-rmspe:0.135667
[2527]	train-rmspe:0.107758	eval-rmspe:0.135665
[2528]	train-rmspe:0.107752	eval-rmspe:0.135668
[2529]	train-rmspe:0.107727	eval-rmspe:0.135665
[2530]	train-rmspe:0.107721	eval-rmspe:0.135667
[2531]	train-rmspe:0.107714	eval-rmspe:0.135670
[2532]	train-rmspe:0.107712	eval-rmspe:0.135672
[2533]	train-rmspe:0.107708	eval-rmspe:0.135678
[2534]	train-rmspe:0.107703	eval-rmspe:0.135669
[2535]	train-rmspe:0.107682	eval-rmspe:0.135663
[2536]	train-rmspe:0.107662	eval-rmspe:0.135665
[2537]	train-rmspe:0.107651	eval-rmspe:0.135658
[2538]	train-rmspe:0.107639	eval-rmspe:0.135650
[2539]	train-rmspe:0.107624	eval-rmspe:0.135643
[2540]	train-rmspe:0.107576	eval-rmspe:0.135643
[2541]	train-rmspe:0.107576	eval-rmspe:0.135642
[2542]	train-rmspe:0.107551	eval-rmspe:0.135641
[2543]	train-rmspe:0.107542	eval-rmspe:0.135635
[2544]	train-rmspe:0.107491	eval-rmspe:0.135640
[2545]	train-rmspe:0.107463	eval-rmspe:0.135625
[2546]	train-rmspe:0.107453	eval-rmspe:0.135624
[2547]	train-rmspe:0.107446	eval-rmspe:0.135625
[2548]	train-rmspe:0.107442	eval-rmspe:0.135644
[2549]	train-rmspe:0.107441	eval-rmspe:0.135649
[2550]	train-rmspe:0.107430	eval-rmspe:0.135648
[2551]	train-rmspe:0.107423	eval-rmspe:0.135648
[2552]	train-rmspe:0.107412	eval-rmspe:0.135657
[2553]	train-rmspe:0.107404	eval-rmspe:0.135663
[2554]	train-rmspe:0.107395	eval-rmspe:0.135659
[2555]	train-rmspe:0.107381	eval-rmspe:0.135653
[2556]	train-rmspe:0.107354	eval-rmspe:0.135618
[2557]	train-rmspe:0.107337	eval-rmspe:0.135626
[2558]	train-rmspe:0.107325	eval-rmspe:0.135634
[2559]	train-rmspe:0.107324	eval-rmspe:0.135631
[2560]	train-rmspe:0.107303	eval-rmspe:0.135633
[2561]	train-rmspe:0.107282	eval-rmspe:0.135631
[2562]	train-rmspe:0.107273	eval-rmspe:0.135631
[2563]	train-rmspe:0.107272	eval-rmspe:0.135638
[2564]	train-rmspe:0.107269	eval-rmspe:0.135640
[2565]	train-rmspe:0.107243	eval-rmspe:0.135635
[2566]	train-rmspe:0.107239	eval-rmspe:0.135634
[2567]	train-rmspe:0.107227	eval-rmspe:0.135638
[2568]	train-rmspe:0.107226	eval-rmspe:0.135637
[2569]	train-rmspe:0.107219	eval-rmspe:0.135626
[2570]	train-rmspe:0.107217	eval-rmspe:0.135623
[2571]	train-rmspe:0.107202	eval-rmspe:0.135623
[2572]	train-rmspe:0.107196	eval-rmspe:0.135624
[2573]	train-rmspe:0.107185	eval-rmspe:0.135624
[2574]	train-rmspe:0.107183	eval-rmspe:0.135634
[2575]	train-rmspe:0.107164	eval-rmspe:0.135635
[2576]	train-rmspe:0.107162	eval-rmspe:0.135636
[2577]	train-rmspe:0.107152	eval-rmspe:0.135638
[2578]	train-rmspe:0.107140	eval-rmspe:0.135619
[2579]	train-rmspe:0.107128	eval-rmspe:0.135620
[2580]	train-rmspe:0.107127	eval-rmspe:0.135623
[2581]	train-rmspe:0.107120	eval-rmspe:0.135624
[2582]	train-rmspe:0.107109	eval-rmspe:0.135627
[2583]	train-rmspe:0.107092	eval-rmspe:0.135624
[2584]	train-rmspe:0.107092	eval-rmspe:0.135624
[2585]	train-rmspe:0.107084	eval-rmspe:0.135626
[2586]	train-rmspe:0.107074	eval-rmspe:0.135626
[2587]	train-rmspe:0.107064	eval-rmspe:0.135628
[2588]	train-rmspe:0.107033	eval-rmspe:0.135619
[2589]	train-rmspe:0.107032	eval-rmspe:0.135619
[2590]	train-rmspe:0.107013	eval-rmspe:0.135609
[2591]	train-rmspe:0.107004	eval-rmspe:0.135601
[2592]	train-rmspe:0.106997	eval-rmspe:0.135599
[2593]	train-rmspe:0.106983	eval-rmspe:0.135598
[2594]	train-rmspe:0.106966	eval-rmspe:0.135575
[2595]	train-rmspe:0.106964	eval-rmspe:0.135576
[2596]	train-rmspe:0.106957	eval-rmspe:0.135575
[2597]	train-rmspe:0.106947	eval-rmspe:0.135578
[2598]	train-rmspe:0.106930	eval-rmspe:0.135575
[2599]	train-rmspe:0.106920	eval-rmspe:0.135574
[2600]	train-rmspe:0.106911	eval-rmspe:0.135575
[2601]	train-rmspe:0.106901	eval-rmspe:0.135574
[2602]	train-rmspe:0.106885	eval-rmspe:0.135570
[2603]	train-rmspe:0.106867	eval-rmspe:0.135546
[2604]	train-rmspe:0.106851	eval-rmspe:0.135541
[2605]	train-rmspe:0.106849	eval-rmspe:0.135544
[2606]	train-rmspe:0.106847	eval-rmspe:0.135540
[2607]	train-rmspe:0.106843	eval-rmspe:0.135542
[2608]	train-rmspe:0.106830	eval-rmspe:0.135526
[2609]	train-rmspe:0.106826	eval-rmspe:0.135525
[2610]	train-rmspe:0.106815	eval-rmspe:0.135531
[2611]	train-rmspe:0.106791	eval-rmspe:0.135529
[2612]	train-rmspe:0.106789	eval-rmspe:0.135529
[2613]	train-rmspe:0.106772	eval-rmspe:0.135506
[2614]	train-rmspe:0.106772	eval-rmspe:0.135497
[2615]	train-rmspe:0.106761	eval-rmspe:0.135502
[2616]	train-rmspe:0.106749	eval-rmspe:0.135494
[2617]	train-rmspe:0.106738	eval-rmspe:0.135498
[2618]	train-rmspe:0.106736	eval-rmspe:0.135498
[2619]	train-rmspe:0.106722	eval-rmspe:0.135507
[2620]	train-rmspe:0.106715	eval-rmspe:0.135509
[2621]	train-rmspe:0.106698	eval-rmspe:0.135498
[2622]	train-rmspe:0.106696	eval-rmspe:0.135497
[2623]	train-rmspe:0.106681	eval-rmspe:0.135466
[2624]	train-rmspe:0.106676	eval-rmspe:0.135471
[2625]	train-rmspe:0.106652	eval-rmspe:0.135460
[2626]	train-rmspe:0.106652	eval-rmspe:0.135463
[2627]	train-rmspe:0.106632	eval-rmspe:0.135460
[2628]	train-rmspe:0.106614	eval-rmspe:0.135462
[2629]	train-rmspe:0.106612	eval-rmspe:0.135461
[2630]	train-rmspe:0.106603	eval-rmspe:0.135471
[2631]	train-rmspe:0.106599	eval-rmspe:0.135464
[2632]	train-rmspe:0.106582	eval-rmspe:0.135462
[2633]	train-rmspe:0.106581	eval-rmspe:0.135467
[2634]	train-rmspe:0.106571	eval-rmspe:0.135468
[2635]	train-rmspe:0.106568	eval-rmspe:0.135475
[2636]	train-rmspe:0.106546	eval-rmspe:0.135465
[2637]	train-rmspe:0.106527	eval-rmspe:0.135476
[2638]	train-rmspe:0.106513	eval-rmspe:0.135470
[2639]	train-rmspe:0.106487	eval-rmspe:0.135457
[2640]	train-rmspe:0.106471	eval-rmspe:0.135456
[2641]	train-rmspe:0.106469	eval-rmspe:0.135469
[2642]	train-rmspe:0.106458	eval-rmspe:0.135457
[2643]	train-rmspe:0.106443	eval-rmspe:0.135452
[2644]	train-rmspe:0.106441	eval-rmspe:0.135452
[2645]	train-rmspe:0.106429	eval-rmspe:0.135453
[2646]	train-rmspe:0.106413	eval-rmspe:0.135456
[2647]	train-rmspe:0.106388	eval-rmspe:0.135435
[2648]	train-rmspe:0.106371	eval-rmspe:0.135428
[2649]	train-rmspe:0.106353	eval-rmspe:0.135420
[2650]	train-rmspe:0.106350	eval-rmspe:0.135419
[2651]	train-rmspe:0.106309	eval-rmspe:0.135414
[2652]	train-rmspe:0.106307	eval-rmspe:0.135416
[2653]	train-rmspe:0.106304	eval-rmspe:0.135415
[2654]	train-rmspe:0.106300	eval-rmspe:0.135416
[2655]	train-rmspe:0.106285	eval-rmspe:0.135413
[2656]	train-rmspe:0.106276	eval-rmspe:0.135419
[2657]	train-rmspe:0.106268	eval-rmspe:0.135419
[2658]	train-rmspe:0.106253	eval-rmspe:0.135414
[2659]	train-rmspe:0.106235	eval-rmspe:0.135410
[2660]	train-rmspe:0.106235	eval-rmspe:0.135416
[2661]	train-rmspe:0.106232	eval-rmspe:0.135434
[2662]	train-rmspe:0.106222	eval-rmspe:0.135439
[2663]	train-rmspe:0.106214	eval-rmspe:0.135440
[2664]	train-rmspe:0.106212	eval-rmspe:0.135438
[2665]	train-rmspe:0.106204	eval-rmspe:0.135434
[2666]	train-rmspe:0.106180	eval-rmspe:0.135443
[2667]	train-rmspe:0.106173	eval-rmspe:0.135442
[2668]	train-rmspe:0.106172	eval-rmspe:0.135447
[2669]	train-rmspe:0.106172	eval-rmspe:0.135455
[2670]	train-rmspe:0.106158	eval-rmspe:0.135456
[2671]	train-rmspe:0.106149	eval-rmspe:0.135461
[2672]	train-rmspe:0.106148	eval-rmspe:0.135452
[2673]	train-rmspe:0.106136	eval-rmspe:0.135447
[2674]	train-rmspe:0.106128	eval-rmspe:0.135490
[2675]	train-rmspe:0.106127	eval-rmspe:0.135492
[2676]	train-rmspe:0.106124	eval-rmspe:0.135492
[2677]	train-rmspe:0.106111	eval-rmspe:0.135493
[2678]	train-rmspe:0.106111	eval-rmspe:0.135495
[2679]	train-rmspe:0.106091	eval-rmspe:0.135499
[2680]	train-rmspe:0.106076	eval-rmspe:0.135494
[2681]	train-rmspe:0.106073	eval-rmspe:0.135497
[2682]	train-rmspe:0.106061	eval-rmspe:0.135489
[2683]	train-rmspe:0.106042	eval-rmspe:0.135484
[2684]	train-rmspe:0.106028	eval-rmspe:0.135483
[2685]	train-rmspe:0.106028	eval-rmspe:0.135487
[2686]	train-rmspe:0.105978	eval-rmspe:0.135482
[2687]	train-rmspe:0.105947	eval-rmspe:0.135487
[2688]	train-rmspe:0.105947	eval-rmspe:0.135487
[2689]	train-rmspe:0.105942	eval-rmspe:0.135487
[2690]	train-rmspe:0.105922	eval-rmspe:0.135485
[2691]	train-rmspe:0.105919	eval-rmspe:0.135491
[2692]	train-rmspe:0.105911	eval-rmspe:0.135490
[2693]	train-rmspe:0.105909	eval-rmspe:0.135488
[2694]	train-rmspe:0.105901	eval-rmspe:0.135489
[2695]	train-rmspe:0.105899	eval-rmspe:0.135488
[2696]	train-rmspe:0.105886	eval-rmspe:0.135491
[2697]	train-rmspe:0.105863	eval-rmspe:0.135485
[2698]	train-rmspe:0.105853	eval-rmspe:0.135483
[2699]	train-rmspe:0.105828	eval-rmspe:0.135481
[2700]	train-rmspe:0.105819	eval-rmspe:0.135488
[2701]	train-rmspe:0.105804	eval-rmspe:0.135490
[2702]	train-rmspe:0.105787	eval-rmspe:0.135488
[2703]	train-rmspe:0.105756	eval-rmspe:0.135488
[2704]	train-rmspe:0.105753	eval-rmspe:0.135487
[2705]	train-rmspe:0.105750	eval-rmspe:0.135484
[2706]	train-rmspe:0.105736	eval-rmspe:0.135485
[2707]	train-rmspe:0.105722	eval-rmspe:0.135482
[2708]	train-rmspe:0.105714	eval-rmspe:0.135479
[2709]	train-rmspe:0.105684	eval-rmspe:0.135475
[2710]	train-rmspe:0.105655	eval-rmspe:0.135474
[2711]	train-rmspe:0.105650	eval-rmspe:0.135472
[2712]	train-rmspe:0.105639	eval-rmspe:0.135474
[2713]	train-rmspe:0.105621	eval-rmspe:0.135475
[2714]	train-rmspe:0.105611	eval-rmspe:0.135471
[2715]	train-rmspe:0.105610	eval-rmspe:0.135473
[2716]	train-rmspe:0.105596	eval-rmspe:0.135448
[2717]	train-rmspe:0.105583	eval-rmspe:0.135451
[2718]	train-rmspe:0.105570	eval-rmspe:0.135446
[2719]	train-rmspe:0.105565	eval-rmspe:0.135457
[2720]	train-rmspe:0.105552	eval-rmspe:0.135456
[2721]	train-rmspe:0.105538	eval-rmspe:0.135450
[2722]	train-rmspe:0.105517	eval-rmspe:0.135455
[2723]	train-rmspe:0.105508	eval-rmspe:0.135454
[2724]	train-rmspe:0.105495	eval-rmspe:0.135454
[2725]	train-rmspe:0.105457	eval-rmspe:0.135455
[2726]	train-rmspe:0.105453	eval-rmspe:0.135458
[2727]	train-rmspe:0.105439	eval-rmspe:0.135445
[2728]	train-rmspe:0.105427	eval-rmspe:0.135447
[2729]	train-rmspe:0.105424	eval-rmspe:0.135449
[2730]	train-rmspe:0.105420	eval-rmspe:0.135449
[2731]	train-rmspe:0.105406	eval-rmspe:0.135534
[2732]	train-rmspe:0.105402	eval-rmspe:0.135533
[2733]	train-rmspe:0.105382	eval-rmspe:0.135536
[2734]	train-rmspe:0.105373	eval-rmspe:0.135542
[2735]	train-rmspe:0.105354	eval-rmspe:0.135544
[2736]	train-rmspe:0.105337	eval-rmspe:0.135553
[2737]	train-rmspe:0.105334	eval-rmspe:0.135551
[2738]	train-rmspe:0.105320	eval-rmspe:0.135542
[2739]	train-rmspe:0.105319	eval-rmspe:0.135542
[2740]	train-rmspe:0.105318	eval-rmspe:0.135560
[2741]	train-rmspe:0.105308	eval-rmspe:0.135555
[2742]	train-rmspe:0.105306	eval-rmspe:0.135557
[2743]	train-rmspe:0.105304	eval-rmspe:0.135559
[2744]	train-rmspe:0.105290	eval-rmspe:0.135556
[2745]	train-rmspe:0.105288	eval-rmspe:0.135559
[2746]	train-rmspe:0.105249	eval-rmspe:0.135545
[2747]	train-rmspe:0.105246	eval-rmspe:0.135542
[2748]	train-rmspe:0.105245	eval-rmspe:0.135544
[2749]	train-rmspe:0.105243	eval-rmspe:0.135543
[2750]	train-rmspe:0.105237	eval-rmspe:0.135557
[2751]	train-rmspe:0.105228	eval-rmspe:0.135553
[2752]	train-rmspe:0.105226	eval-rmspe:0.135553
[2753]	train-rmspe:0.105224	eval-rmspe:0.135559
[2754]	train-rmspe:0.105210	eval-rmspe:0.135546
[2755]	train-rmspe:0.105208	eval-rmspe:0.135539
[2756]	train-rmspe:0.105207	eval-rmspe:0.135539
[2757]	train-rmspe:0.105188	eval-rmspe:0.135538
[2758]	train-rmspe:0.105177	eval-rmspe:0.135563
[2759]	train-rmspe:0.105166	eval-rmspe:0.135561
Stopping. Best iteration:
[2659]	train-rmspe:0.106235	eval-rmspe:0.135410

